equipment_id;serial_number;name;station_code;category;manufacture;type;sampling_rate;input;installation_date;calibration_date;firmware_version;description;technician;status;supplier
SA-AUSN-2020;2167;Accelerometer;AUSN;Sensor;Nanometrics;Titan;;;2020-11-26;;;;;active;
CBM-BACE-2022;1.47E+12;Modem;BACE;Sistem Komunikasi;Robustel;Modem-GSM-Transceiver;;;2022-04-20;;;;;active;
D-BACE-2008;2000;Digitizer;BACE;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2008-01-01;;;;;active;
M-BACE-2023;;Storage Media;BACE;Storage Media;Trancend;Compact-Flash;;;;;;;;active;
SA-BACE-2008;461;Accelerometer;BACE;Sensor;Metrozet;TSA-100S;;;2008-01-01;;;;;active;
CBM-BAHA-2021;1.47E+12;Modem;BAHA;Sistem Komunikasi;Robustel;R2000-4L;;;2021-08-08;;;;;active;
D-BAHA-2019;893;Digitizer;BAHA;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2019-05-03;;;;;active;
M-BAHA-2023;;Storage Media;BAHA;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
SA-BAHA-2009;747;Accelerometer;BAHA;Sensor;Metrozet;TSA-100S;;;2009-01-01;;;;;active;
CBA-BAJI-2023;;GSM Antenna;BAJI;Sistem Komunikasi;;;;;;;;;;active;
CBM-BAJI-2023;1104541262;Modem;BAJI;Sistem Komunikasi;Teltonika;;;;;;;;;active;
CIM-BAJI-2019;218057;Modem Transceiver;BAJI;Sistem Komunikasi;iDirect;Evolution-X1;;;2019-10-01;;;;;active;
CIS-BAJI-2023;TAIIB1010659;Switch;BAJI;Sistem Komunikasi;Moxa;EDS-316;;;;;;;;active;
COF-BAJI-2023;;Feed;BAJI;Sistem Komunikasi;;;;;;;;;;active;
COR-BAJI-2019;1711-N20204-10962;LNB;BAJI;Sistem Komunikasi;Norsat;5250-F;;;2019-10-01;;;;;active;
COV-BAJI-2023;;VSAT Antenna;BAJI;Sistem Komunikasi;Skyware;180-1.8m-C-Band;;;;;;;;active;
SS-BAJI-2019;160949;Seismometer;BAJI;Sensor;Streckeisen;STS-2.5;20 Hz;40 Vpp;2019-10-01;;;;;active;
SW-BAJI-2023;1036663;Weather Sensor;BAJI;Sensor;Reinhardt GmbH;DFT-55V;;;;;;;;active;
CIM-BAKI-2018;193478;Modem Transceiver;BAKI;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-11-23;;;;;active;
CIS-BAKI-2023;;Switch;BAKI;Sistem Komunikasi;;;;;;;;;;active;
COF-BAKI-2023;;Feed;BAKI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BAKI-2018;A05271A3Z;LNB;BAKI;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-11-23;;;;;active;
COV-BAKI-2023;;VSAT Antenna;BAKI;Sistem Komunikasi;Skyware;1.8M Antenna RX/TX C-Band Class I;;;;;;;;active;
CBM-BALB-2021;1.47E+12;Modem;BALB;Sistem Komunikasi;Robustel;R2000-4L;;;2021-04-24;;;;;active;
D-BALB-2009;1991;Digitizer;BALB;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2009-01-01;;;;;active;
M-BALB-2023;;Storage Media;BALB;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
SA-BALB-2009;268;Accelerometer;BALB;Sensor;Metrozet;TSA-100S;;;2009-01-01;;;;;active;
CBM-BALE-2022;1.47E+12;Modem;BALE;Sistem Komunikasi;Robustel;R2000-4L;;;2022-04-16;;;;;active;
D-BALE-2014;1204;Digitizer;BALE;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2014-03-25;;;;;active;
M-BALE-2023;;Storage Media;BALE;Storage Media;Transcend;Compact-Flash;;;;;;;;active;
SA-BALE-2012;208;Accelerometer;BALE;Sensor;Metrozet;TSA-100S;;;2012-05-31;;;;;active;
D-BASE-2009;1448;Digitizer;BASE;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2009-12-31;;;;;active;
GPR-BASE-2009;;GPS Receiver;BASE;GPS;;;;;2009-12-31;;;;;active;
M-BASE-2009;;Storage Media;BASE;Storage Media;SanDisk;Compact-Flash;;;2009-12-31;;;;;active;
SS-BASE-2009;1058;Seismometer;BASE;Sensor;Nanometrics;Trillium-40P;;;2009-12-31;;;;;active;
CIM-BASI-2013;664;Modem Transceiver;BASI;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2013-12-07;;;;;active;
COF-BASI-2023;;Feed;BASI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BASI-2008;7ZN11502237;LNB;BASI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2008-10-01;;;;;active;
COT-BASI-2008;A00428;SSPB;BASI;Sistem Komunikasi;New Japan Radio;NJT-5667-2W;;;2008-10-01;;;;;active;
COV-BASI-2023;;VSAT Antenna;BASI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-BASI-2013;890;Digitizer;BASI;Data Logger;Nanometrics;Trident-305;40 Hz;40 Vpp;2013-12-07;;;;;active;
D-BASI-2017;722;Digitizer;BASI;Data Logger;Nanometrics;Trident-305;100 Hz;40 Vpp;2017-07-29;;;;;active;
GPB-BASI-2023;;GPS Board;BASI;GPS;;;;;;;;;;active;
GPR-BASI-2013;25D100517;GPS Receiver;BASI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2013-12-07;;;;;active;
M-BASI-2013;;Storage Media;BASI;Storage Media;;;;;2013-12-07;;;;;active;
PB-BASI-2021;;Baterai;BASI;Sistem Power;Haze;SL12-70;;;2021-11-15;;;;;active;
PC-BASI-2008;816;Charger;BASI;Sistem Power;Nanometrics;SolarRegulator;;;2008-10-01;;;;;active;
PSP-BASI-2023;;Tipe 1 Panel;BASI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-BASI-2023-2;;Tipe 2 Panel;BASI;Sistem Power;;;;;;;;;;active;
SA-BASI-2012;738;Accelerometer;BASI;Sensor;Metrozet;TSA-100S;;;2012-11-14;;;;;active;
SS-BASI-2013;1902;Seismometer;BASI;Sensor;Nanometrics;Trillium-120P;;;2013-12-07;;;;;active;
CBM-BASN-2020;1.47E+12;Modem;BASN;Sistem Komunikasi;Robustel;R20004l;;;2020-11-10;;;;;active;
CIS-BASN-2023;CN9AHDD6PV;Switch;BASN;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-BASN-2020;2215;Digitizer;BASN;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2020-10-20;;;;;active;
M-BASN-2023;;Storage Media;BASN;Storage Media;SanDisk;Compact Flash;;;;;;;;active;
SA-BASN-2020;2166;Accelerometer;BASN;Sensor;Nanometrics;TitanOpen;;;2020-11-10;;;;;active;
CIM-BASO-2021;106805;Modem Transceiver;BASO;Sistem Komunikasi;IDirect;Evolution-X3;;;2021-06-03;;;;;active;
CIS-BASO-2023;CN9AHDD6M7;Switch;BASO;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
COF-BASO-2023;;Feed;BASO;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BASO-2021;A01280A76;LNB;BASO;Sistem Komunikasi;New Japan Radio;NJS-8487-PLL-LNB;;;2021-06-03;;;;;active;
COV-BASO-2023;;VSAT Antenna;BASO;Sistem Komunikasi;Prodelin;1183-1.8m-C-Band;;;;;;;;active;
D-BASO-2015;369;Digitizer;BASO;Data Logger;Nanometrics;TitanSMA;100 Hz;40 Vpp;2015-01-01;;;;;active;
M-BASO-2023;;Storage Media;BASO;Storage Media;SanDisk;SD Card;;;;;;;;active;
PSP-BASO-2023;;Tipe 1 Panel;BASO;Sistem Power;Solar World;SW-150;;;;;;;;active;
PSP-BASO-2023-2;;Tipe 2 Panel;BASO;Sistem Power;Solar World;SW-150;;;;;;;;active;
CIM-BATI-2015;1013;Modem Transceiver;BATI;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2015-09-05;;;;;active;
COF-BATI-2023;;Feed;BATI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BATI-2023;03N127802650;LNB;BATI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;;;;;;active;
COT-BATI-2014;A03216E2Z;SSPB;BATI;Sistem Komunikasi;New Japan Radio;NJT-5667-2W;;;2014-04-28;;;;;active;
COV-BATI-2023;;VSAT Antenna;BATI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-BATI-2018;609;Digitizer;BATI;Data Logger;Nanometrics;Europa T;40 Hz;4 Vpp;2018-03-10;;;;;active;
GPR-BATI-2018;6460027;GPS Receiver;BATI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2018-03-10;;;;;active;
PB-BATI-2021;;Baterai;BATI;Sistem Power;Haze;HZY-SL12-70;;;2021-11-12;;;;;active;
PC-BATI-2023;596;Charger;BATI;Sistem Power;Nanometrics;SolarRegulator;;;;;;;;active;
PSP-BATI-2023;;Tipe 1 Panel;BATI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-BATI-2023-2;;Tipe 2 Panel;BATI;Sistem Power;;;;;;;;;;active;
SS-BATI-2023;1085;Seismometer;BATI;Sensor;Nanometrics;Trillium-120P;;;;;;;;active;
CIM-BBBCM-2020;217306;Modem Transceiver;BBBCM;Sistem Komunikasi;IDirect;Evolution-X1;;;2020-11-01;;;;;active;
COF-BBBCM-2023;;Feed;BBBCM;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BBBCM-2020;86SN3639002547;LNB;BBBCM;Sistem Komunikasi;Norsat;Norsat C-band 3525F;;;2020-11-01;;;;;active;
COT-BBBCM-2020;A00954A9X;SSPB;BBBCM;Sistem Komunikasi;Norsat;NJT8102F;;;2020-11-01;;;;;active;
COV-BBBCM-2023;;VSAT Antenna;BBBCM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-BBBCM-2020;;GPS Receiver;BBBCM;GPS;Trimble;Miniature-66800-XX;;;2020-11-01;;;;;active;
PB-BBBCM-2023;;Baterai;BBBCM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-BBBCM-2020;18250310;Charger;BBBCM;Sistem Power;LEN;LEN-Solar-Regulator;;;2020-11-01;;;;;active;
PSP-BBBCM-2023;;Tipe 1 Panel;BBBCM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-BBBCM-2023-2;;Tipe 2 Panel;BBBCM;Sistem Power;;;;;;;;;;active;
SS-BBBCM-2020;194016;Seismometer;BBBCM;Sensor;Metrozet;MBB-2;40 Hz;40 Vpp;2020-11-01;;;;;active;
CIM-BBBR-2018;193324;Modem Transceiver;BBBR;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-11-20;;;;;active;
COF-BBBR-2023;;Feed;BBBR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-BBBR-2018;A05297A32;LNB;BBBR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-11-20;;;;;active;
COV-BBBR-2023;;VSAT Antenna;BBBR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-BBBR-2018;172706;Digitizer;BBBR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-11-20;;;;;active;
SA-BBBR-2018;170353;Accelerometer;BBBR;Sensor;Meisei;G210S;;;2018-11-20;;;;;active;
CIM-BBCI-2019;2281;Modem Transceiver;BBCI;Sistem Komunikasi;Nanometrics;CYGNUS 210;;;2019-10-01;;;;;active;
COF-BBCI-2023;;Feed;BBCI;Sistem Komunikasi;;;;;;;;;;active;
COR-BBCI-2019;1710-N22618-00093;LNB;BBCI;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-BBCI-2019;A00838A99;SSPB;BBCI;Sistem Komunikasi;New Japan Radio;NJT8102F;;;2019-10-01;;;;;active;
COV-BBCI-2023;;VSAT Antenna;BBCI;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-BBCI-2019;11490117;GPS Receiver;BBCI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
M-BBCI-2019;;VSAT Storage Media;BBCI;Storage Media;;;;;2019-10-01;;;;;active;
PB-BBCI-2019;;Baterai;BBCI;Sistem Power;EverExceed;ES200;;;2019-10-01;;;;;active;
PC-BBCI-2019;401;Charger;BBCI;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-BBCI-2023;;Tipe 1 Panel;BBCI;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-BBCI-2023-2;;Tipe 2 Panel;BBCI;Sistem Power;;;;;;;;;;active;
SS-BBCI-2019;605;Seismometer;BBCI;Sensor;Nanometrics;Horizon;40 Hz;40 Vpp;2019-10-01;;;;;active;
CIM-BBCM-2019;;Modem Transceiver;BBCM;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2019-10-01;;;;;active;
COF-BBCM-2023;;Feed;BBCM;Sistem Komunikasi;;;;;;;;;;active;
COR-BBCM-2019;1808-N22618-0091;LNB;BBCM;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-BBCM-2019;A00829A85;SSPB;BBCM;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-BBCM-2023;;VSAT Antenna;BBCM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-BBCM-2019;;GPS Receiver;BBCM;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
PB-BBCM-2023;;Baterai;BBCM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-BBCM-2019;342;Charger;BBCM;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-BBCM-2023;;Tipe 1 Panel;BBCM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-BBCM-2023-2;;Tipe 2 Panel;BBCM;Sistem Power;;;;;;;;;;active;
SS-BBCM-2019;7251;Seismometer;BBCM;Sensor;Nanometrics;Trillium-Compact;40 Hz;40 Vpp;2019-10-01;;;;;active;
CIM-BBJI-2016;213319;Modem Transceiver;BBJI;Sistem Komunikasi;IDirect;Evolution X3;;;2016-09-05;;;;;active;
CIS-BBJI-2023;TAIKD1044076;Switch;BBJI;Sistem Komunikasi;MOXA;EDS316;;;;;;;;active;
COF-BBJI-2023;;Feed;BBJI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BBJI-2018;71SN3630002664;LNB;BBJI;Sistem Komunikasi;Norsat;3120;;;2018-07-02;;;;;active;
COV-BBJI-2023;;VSAT Antenna;BBJI;Sistem Komunikasi;Prodelin;1183-1.8m-C-Band;;;;;;;;active;
D-BBJI-2020;03350093A6CF98F7;Digitizer;BBJI;Data Logger;Kinemetrics;Q330S+;;;2020-10-21;;;;;active;
GPR-BBJI-2020;30493847;GPS Receiver;BBJI;GPS;Trimble;Miniature-66800-52;;;2020-10-22;;;;;active;
PB-BBJI-2023;;Baterai;BBJI;Sistem Power;Sonnenschein;SB12-185A;;;;;;;;active;
SA-BBJI-2016;2543;Accelerometer;BBJI;Sensor;Kinemetrics;FBA-ES-T;50 Hz;40 Vpp;2016-09-15;;;;;active;
SS-BBJI-2016;80645;Seismometer;BBJI;Sensor;Streckeisen;STS-2;50 Hz;40 Vpp;2016-09-15;;;;;active;
SW-BBJI-2023;1018832;Weather Sensor;BBJI;Sensor;Reinhardt GmbH;DFT-1MV;;;;;;;;active;
CIM-BBJM-2022;;Modem Transceiver;BBJM;Sistem Komunikasi;Teltonika;Teltonika RUT955;;;2022-12-22;;;;;active;
COF-BBJM-2023;;Feed;BBJM;Sistem Komunikasi;;;;;;;;;;active;
COR-BBJM-2019;1901-N22618-00261;LNB;BBJM;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-BBJM-2019;A00235A75;SSPB;BBJM;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-BBJM-2023;;VSAT Antenna;BBJM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-BBJM-2019;;GPS Receiver;BBJM;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
PB-BBJM-2023;;Baterai;BBJM;Sistem Power;Solarwerk;LiFePO4;;;;;;;;active;
PC-BBJM-2022;387;Charger;BBJM;Sistem Power;Nanometrics;SolarRegulator;;;2022-12-22;;;;;active;
PSP-BBJM-2023;;Tipe 1 Panel;BBJM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-BBJM-2023-2;;Tipe 2 Panel;BBJM;Sistem Power;;;;;;;;;;active;
SS-BBJM-2019;7246;Seismometer;BBJM;Sensor;Nanometrics;Trillium-Compact;40 Hz;40 Vpp;2019-10-01;;;;;active;
CBM-BBJN-2020;1.47E+12;Modem;BBJN;Sistem Komunikasi;Robustel;R20004l;;;2020-10-01;;;;;active;
CIS-BBJN-2023;CN9AHDD9XQ;Switch;BBJN;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-BBJN-2020;7307;Digitizer;BBJN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-10-01;;;;;active;
M-BBJN-2023;;Storage Media;BBJN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-BBJN-2020;2126;Accelerometer;BBJN;Sensor;Nanometrics;TitanOpen;;;2020-10-01;;;;;active;
CIM-BBJR-2018;193283;Modem Transceiver;BBJR;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-09-20;;;;;active;
CIM-BBJR-2022;1.47E+12;Modem Transceiver;BBJR;Sistem Komunikasi;Robustel;R2000-4L;;;2022-07-29;;;;;active;
COF-BBJR-2023;;Feed;BBJR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-BBJR-2018;A03276A3Z;LNB;BBJR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-09-20;;;;;active;
COV-BBJR-2023;;VSAT Antenna;BBJR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-BBJR-2018;172694;Digitizer;BBJR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-09-20;;;;;active;
SA-BBJR-2018;170339;Accelerometer;BBJR;Sensor;Meisei;G210S;;;2018-09-20;;;;;active;
CIM-BBKI-2006;732;Modem Transceiver;BBKI;Sistem Komunikasi;Nanometrics;CYGNUS;;;2006-12-01;;;;;active;
COF-BBKI-2023;;Feed;BBKI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BBKI-2006;65N10671478;LNB;BBKI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2006-12-01;;;;;active;
COT-BBKI-2019;A00295A76;SSPB;BBKI;Sistem Komunikasi;New Japan Radio;NJT-8102F;;;2019-09-14;;;;;active;
COV-BBKI-2023;;VSAT Antenna;BBKI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-BBKI-2013;1438;Digitizer;BBKI;Data Logger;Nanometrics;Trident;100 Hz;40 Vpp;2013-07-13;;;;;active;
D-BBKI-2014;1022;Digitizer;BBKI;Data Logger;Nanometrics;Trident;40 Hz;40 Vpp;2014-07-03;;;;;active;
GPB-BBKI-2019;RH5850;GPS Board;BBKI;GPS;Motorolla;;;;2019-09-14;;;;;active;
GPR-BBKI-2006;19460409;GPS Receiver;BBKI;GPS;Trimble;Bullet-GPS-Antenna-5V;;;2006-12-01;;;;;active;
M-BBKI-2023;;Storage Media;BBKI;Storage Media;;;;;;;;;;active;
PB-BBKI-2019;;Baterai;BBKI;Sistem Power;INCOE;75AH;;;2019-09-14;;;;;active;
PC-BBKI-2013;621;Charger;BBKI;Sistem Power;Nanometrics;SolarRegulator;;;2013-07-19;;;;;active;
PSP-BBKI-2023;;Tipe 1 Panel;BBKI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-BBKI-2023-2;;Tipe 2 Panel;BBKI;Sistem Power;Solar World;RB-184;;;;;;;;active;
SA-BBKI-2014;612;Accelerometer;BBKI;Sensor;Nanometrics;Titan open;;;2014-07-03;;;;;active;
SS-BBKI-2014;1906;Seismometer;BBKI;Sensor;Nanometrics;Trillium-120P;;;2014-07-03;;;;;active;
CIM-BBLSI-2022;9379;Modem Transceiver;BBLSI;Sistem Komunikasi;IDirect;iQ Desktop+;;;2022-10-27;;;;;active;
COR-BBLSI-2022;2204-N22618-01076;LNB;BBLSI;Sistem Komunikasi;Norsat;Norsat C-band 3525F;;;2022-10-27;;;;;active;
COV-BBLSI-2023;;VSAT Antenna;BBLSI;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
PB-BBLSI-2023;;Baterai;BBLSI;Sistem Power;AdyaPower;LiFePo4;;;;;;;;active;
PSP-BBLSI-2023;SQFD22081105373 | SQFD22081105375 | SQFD22081105374;Tipe 1 Panel;BBLSI;Sistem Power;PT LEN;LEN-395;;;;;;;;active;
SS-BBLSI-2022;2707;Seismometer;BBLSI;Sensor;Nanometrics;Trillium-120PH;40 Hz;40 Vpp;2022-10-27;;;;;active;
CIM-BBSI-2016;329;Modem Transceiver;BBSI;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2016-09-18;;;;;active;
COF-BBSI-2023;;Feed;BBSI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-BBSI-2020;7ZSN3637002376;LNB;BBSI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2020-12-15;;;;;active;
COT-BBSI-2015;A03460E54;SSPB;BBSI;Sistem Komunikasi;New Japan Radio;NJT-5667-2W;;;2015-12-22;;;;;active;
COV-BBSI-2023;;VSAT Antenna;BBSI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-BBSI-2015;954;Digitizer;BBSI;Data Logger;Nanometrics;Trident-305;40 Hz;40 Vpp;2015-12-22;;;;;active;
D-BBSI-2015-2;955;Digitizer;BBSI;Data Logger;Nanometrics;Trident-305;100 Hz;16 Vpp;2015-12-22;;;;;active;
GPB-BBSI-2023;;GPS Board;BBSI;GPS;;;;;;;;;;active;
GPR-BBSI-2015;21450423;GPS Receiver;BBSI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2015-12-22;;;;;active;
M-BBSI-2023;;Storage Media;BBSI;Storage Media;;;;;;;;;;active;
PB-BBSI-2020;;Baterai;BBSI;Sistem Power;Haze;HZY-SL12-70J;;;2020-12-15;;;;;active;
PC-BBSI-2006;688;Charger;BBSI;Sistem Power;Nanometrics;SolarRegulator;;;2006-01-01;;;;;active;
PSP-BBSI-2023;;Tipe 1 Panel;BBSI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-BBSI-2023-2;;Tipe 2 Panel;BBSI;Sistem Power;;;;;;;;;;active;
SA-BBSI-2006;G06142AS;Accelerometer;BBSI;Sensor;Geodevice;BBAS-2;;;2006-01-01;;;;;active;
SS-BBSI-2016;2278;Seismometer;BBSI;Sensor;Nanometrics;Trillium-120Q;;;2016-09-18;;;;;active;
CBM-BBSN-2020;1.47E+12;Modem;BBSN;Sistem Komunikasi;Robustel;R20004l;;;2020-10-30;;;;;active;
CIS-BBSN-2023;CN9AHDD9QN;Switch;BBSN;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-BBSN-2020;7308;Digitizer;BBSN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-10-30;;;;;active;
M-BBSN-2023;;Storage Media;BBSN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-BBSN-2020;2108;Accelerometer;BBSN;Sensor;Nanometrics;TitanOpen;;;2020-10-30;;;;;active;
CIM-BBSR-2018;;Modem Transceiver;BBSR;Sistem Komunikasi;;;;;2018-03-13;;;;;active;
COF-BBSR-2023;;Feed;BBSR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-BBSR-2018;;LNB;BBSR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-03-13;;;;;active;
COV-BBSR-2023;;VSAT Antenna;BBSR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-BBSR-2021;172658;Digitizer;BBSR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2021-11-27;;;;;active;
SA-BBSR-2018;65106;Accelerometer;BBSR;Sensor;Meisei;G210S;;;2018-03-13;;;;;active;
CBM-BCJN-2020;1.47E+12;Modem;BCJN;Sistem Komunikasi;Robustel;R20004l;;;2020-11-11;;;;;active;
CIS-BCJN-2023;CN9AHDD9Y2;Switch;BCJN;Sistem Komunikasi;HP;8-Port-Hub;;;;;;;;active;
D-BCJN-2020;7299;Digitizer;BCJN;Data Logger;Nanometrics;Centaur;;;2020-11-11;;;;;active;
M-BCJN-2023;;Storage Media;BCJN;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
SA-BCJN-2020;2118;Accelerometer;BCJN;Sensor;Nanometrics;TitanOpen;;;2020-11-11;;;;;active;
CBM-BCSN-2020;1.47E+12;Modem;BCSN;Sistem Komunikasi;Robustel;R20004l;;;2020-12-11;;;;;active;
CIS-BCSN-2023;CN9BHDD0WT;Switch;BCSN;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-BCSN-2020;7588;Digitizer;BCSN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-12-11;;;;;active;
M-BCSN-2023;;Storage Media;BCSN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-BCSN-2020;2201;Accelerometer;BCSN;Sensor;Nanometrics;Titan;;;2020-12-11;;;;;active;
CBA-BDBI-2023;;GSM Antenna;BDBI;Sistem Komunikasi;;;;;;;;;;active;
CBM-BDBI-2023;1125905992;Modem;BDBI;Sistem Komunikasi;Teltonika;;;;;;;;;active;
CIM-BDBI-2021;79639;Modem Transceiver;BDBI;Sistem Komunikasi;iDirect;iQ Desktop+;;;2021-12-07;;;;;active;
COR-BDBI-2021;2110-M20622-02740;LNB;BDBI;Sistem Komunikasi;Norsat;3220F;;;2021-12-07;;;;;active;
COV-BDBI-2023;3040747-06;VSAT Antenna;BDBI;Sistem Komunikasi;Skyware;2.4 M C-Band;;;;;;;;active;
PB-BDBI-2023;LFP10024008721GG LFP10024000421GG LFP10024007521GG LFP10024000421GG LFP10024005321GG LFP10024009821GG;Baterai;BDBI;Sistem Power;Werk;LW24100LFP;;;;;;;;active;
PSP-BDBI-2023;JPV156MB3502110110023;Tipe 1 Panel;BDBI;Sistem Power;Jembo;350 WP;;;;;;;;active;
PSP-BDBI-2023-2;JPV156MB3502110110025;Tipe 2 Panel;BDBI;Sistem Power;Jembo;350 WP;;;;;;;;active;
SS-BDBI-2021;T310812;Seismometer;BDBI;Sensor;Guralp;3T-120 Posthole;50 Hz;40 Vpp;2021-12-07;;;;;active;
CIM-BDCM-2019;2169;Modem Transceiver;BDCM;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2019-10-01;;;;;active;
COF-BDCM-2023;;Feed;BDCM;Sistem Komunikasi;;;;;;;;;;active;
COR-BDCM-2019;1901-N22618-00108;LNB;BDCM;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-BDCM-2019;A00809A85;SSPB;BDCM;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-BDCM-2023;;VSAT Antenna;BDCM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
