station_code;category;unit;description;status;maps;latitude;longitude;altitude;province;city;district;subdistrict;network;start_date;address
TARAI;Stasiun Gempa Bumi;;Stageof Balikpapan;;https://www.google.com/maps?q=3.3271,117.5704;3.3271;117.5704;95;Kalimantan Timur;Tarakan;Tarakan Barat;Karang Anyar;;2006-01-01;Jl. Mulawarman Tarakan 77111
TASI;Stasiun Gempa Bumi;;Stageof Padang Panjang;;https://www.google.com/maps?q=-0.299084,100.22426;-0.299084;100.22426;158;Sumatera Barat;Agam;Tanjung Raya;Nagari Maninjau;;2019-10-01;Jalan Talago Biru
TASSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=2.347,125.386;2.347;125.386;;SulawesiUtara;;;;;2023-01-01;Lesah Rende, Kepulauan Siau Tagulandang Biaro, Sulawesi Utara, Sulawesi, Indonesia
TBCM;Stasiun Gempa Bumi;;Stageof Gowa;;https://www.google.com/maps?q=-4.9118,120.2824;-4.9118;120.2824;64;Sulawesi Selatan;Bone;Tonra;;;2019-10-01;Bone, Ujunge, Sulawesi Selatan, Sulawesi, Indonesia
TBJI;Stasiun Gempa Bumi;;Stageof Pasuruan;;https://www.google.com/maps?q=-6.8179,111.8481;-6.8179;111.8481;54;Jawa Timur;Tuban;Tambakboyo;Tambakboyo;;2007-01-01;Jalan Desa Dasin
TBJKI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-1.847503,115.624908;-1.847503;115.624908;;KalimantanSelatan;;;;;2023-01-01;Kantor Kecamatan Jaro, Jalan Negara, Namun, Tabalong, Kalimantan Selatan, Kalimantan, Indonesia
TBKI;Stasiun Gempa Bumi;;Stageof Balikpapan;;https://www.google.com/maps?q=2.136,117.4242;2.136;117.4242;22;Kalimantan Timur;Berau;Teluk Bayur;Teluk Bayur;;2019-10-01;Jl. Raja alam II
TBMCM;Stasiun Gempa Bumi;;Stageof Manado;;https://www.google.com/maps?q=0.714,124.5902;0.714;124.5902;254;Sulawesi Utara;Bolaang Mongondow Timur;Mongondow;Tutuyan;;2020-11-01;Dusun Satu Dodap, Bolaang Mongondow Timur, Sulawesi Utara, Sulawesi, Indonesia
TBMUI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-1.9,124.344;-1.9;124.344;;MalukuUtara;;;;;2023-01-01;Wayhaya, Pulau Taliabu, Maluku Utara, Maluku, Indonesia
TDNI;Stasiun Gempa Bumi;;Stageof Gunungsitoli;;https://www.google.com/maps?q=0.579211,97.81598;0.579211;97.81598;59;Sumatera Utara;Nias Selatan;Teluk Dalam;Teluk Dalam;;2017-12-06;Jl Pendidikan
TEBBI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-8.151183,115.373344;-8.151183;115.373344;;Bali;;;;;2023-01-01;Les, Tejakula, Buleleng, Bali, Nusa Tenggara, 81173, Indonesia
TGCM;Stasiun Gempa Bumi;;Stageof Gorontalo;;https://www.google.com/maps?q=0.5199,123.0772;0.5199;123.0772;163;Gorontalo;Gorontalo;Telaga;;;2019-10-01;Talumolo, Gorontalo, Sulawesi, 96133, Indonesia
TIKSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-3.977,121.866;-3.977;121.866;;SulawesiTenggara;;;;;2023-01-01;Lalingato, Kolaka Timur, Sulawesi Tenggara, Sulawesi, Indonesia
TIPSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=0.489,120.419;0.489;120.419;;SulawesiTengah;;;;;2023-01-01;Parigi Moutong, Sulawesi Tengah, Sulawesi, Indonesia
TKSM;Stasiun Gempa Bumi;;Stageof Deli Serdang;;https://www.google.com/maps?q=3.1374,98.3244;3.1374;98.3244;739;Sumatera Utara;Karo;Tiganderket;Jandi Meriah;;2019-10-01;Kantor Pertanian Tiganderket
TLCM;Stasiun Gempa Bumi;;Stageof Kendari;;https://www.google.com/maps?q=-2.495,120.772;-2.495;120.772;86;Sulawesi Selatan;Luwu Timur;Tomoni;;;2019-10-01;Luwu Timur, Sulawesi Selatan, Sulawesi, Indonesia
TMSI;Stasiun Gempa Bumi;;Stageof Manado;;https://www.google.com/maps?q=1.2948,124.92;1.2948;124.92;771;Sulawesi Utara;Minahasa;Tondano Timur;Kelis;;2013-01-01;Jl. Mega Touli Limambot. Desa Papakelan
TMSM;Stasiun Gempa Bumi;;Stageof Kepahiang;;https://www.google.com/maps?q=-2.699615,101.44622;-2.699615;101.44622;118;Bengkulu;Mukomuko;Teramang Jaya;;;2019-10-01;Mukomuko, Bengkulu, Sumatera, 38767, Indonesia
TMTMM;Stasiun Gempa Bumi;;Stageof Ambon;;https://www.google.com/maps?q=-3.298,129.5305;-3.298;129.5305;90;Maluku;Maluku Tengah;Tehoru;Yaputih;;2020-11-01;Jln. Ifahatu, Kel. Yaputih, Kec. Tehoru, Kab. Maluku Tengah
TNGI;Stasiun Gempa Bumi;;Stageof Tangerang;;https://www.google.com/maps?q=-6.172013,106.646866;-6.172013;106.646866;44;Banten;Tangerang;Tangerang;Tanah Tinggi;;2006-12-01;Jl. Meteorologi No. 5, Tanah Tinggi, Tangerang
TNTI;Stasiun Gempa Bumi;;Stageof Ternate;;https://www.google.com/maps?q=0.7721,127.3669;0.7721;127.3669;43;Maluku Utara;Ternate;Ubo-Ubo;Tabona;;2007-01-26;Jl. Bali Bunga
TOBSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-1.446,122.25;-1.446;122.25;;SulawesiTengah;;;;;2023-01-01;Tirta Kencana, Banggai, Sulawesi Tengah, Sulawesi, Indonesia
TOCM;Stasiun Gempa Bumi;;Stageof Kendari;;https://www.google.com/maps?q=-2.648,121.399;-2.648;121.399;342;Sulawesi Selatan;Luwu Timur;Towuti;Pekaloa;;2019-10-01;Luwu Timur, Matompi, Sulawesi Selatan, Sulawesi, Indonesia
TOJI;Stasiun Gempa Bumi;;Stageof Bandung;;https://www.google.com/maps?q=-6.7621,108.1344;-6.7621;108.1344;73;Jawa Barat;Sumedang;Tomo;Tomo;;2019-10-01;Jl. Raya Tomo No. 291 - Sumedang
TOTSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-1.153,121.284;-1.153;121.284;;SulawesiTengah;;;;;2023-01-01;Podi, Tojo Una-Una, Sulawesi Tengah, Sulawesi, Indonesia
TPCI;Stasiun Gempa Bumi;;Stageof Palu;;https://www.google.com/maps?q=0.4674,121.0993;0.4674;121.0993;13;Sulawesi Tengah;Parigi Moutong;Taopa;Taopa;;2019-10-01;Kantor Camat Taopa, Sulawesi Tengah
TPI;Stasiun Gempa Bumi;;Stageof Tangerang;;https://www.google.com/maps?q=-2.7564,107.6534;-2.7564;107.6534;54;Bangka Belitung;Belitung;Tanjung Pandan;Musi Pangkalalang;;2006-01-01;Jl. Hasyim Idris
TPRI;Stasiun Gempa Bumi;;Stageof Deli Serdang;;https://www.google.com/maps?q=0.9193,104.52;0.9193;104.52;28;Kepulauan Riau;Tanjung Pinang;Tanjung Pinang Timur;Pinang Kencana;;2006-01-01;Jl. Adi Sucipto Km 12, 5 Bandara Kijang, Tj Pinang
TPSI;Stasiun Gempa Bumi;;Stageof Aceh Besar;;https://www.google.com/maps?q=5.013694,95.91508;5.013694;95.91508;445;Aceh;Pidie;Tangse;Tangse;;2019-10-01;Kantor Camat Tangse, Pidie, Aceh
TPTI;Stasiun Gempa Bumi;;Stageof Aceh Selatan;;https://www.google.com/maps?q=3.2617,97.1774;3.2617;97.1774;9;Aceh;Aceh Selatan;Tapak Tuan;Jambu Apha;;2008-05-01;Jl. Nyak Adam Kamil Tapak Tuan, Lokasi dibelakang Pendopo Bupati
TRIYO;Stasiun Gempa Bumi;;Stageof Padang Panjang;;https://www.google.com/maps?q=-2.0602,99.5831;-2.0602;99.5831;88;Sumatera Barat;Kepulauan Mentawai;Sipora Selatan;;;2020-11-01;Sioban, Sipora Sel., Kabupaten Kepulauan Mentawai, Sumatera Barat 25932
TRPI;Stasiun Gempa Bumi;;Stageof Jayapura;;https://www.google.com/maps?q=-6.0989,140.300157;-6.0989;140.300157;105;Papua;Bovendigoel;Mandobo;Desa Persatuan;;2019-10-24;Desa Persatuan, Kecamatan Mandobo, Kabupaten Bovendigoel
TRT;Stasiun Gempa Bumi;;Pusinskal;;https://www.google.com/maps?q=-7.7054,112.635;-7.7054;112.635;;Jawa Timur;;;;;1900-01-01;Puspa Indah, Pecalukan, Pasuruan, Jawa Timur, Jawa, Indonesia
TSI;Stasiun Gempa Bumi;;Stageof Deli Serdang;;https://www.google.com/maps?q=3.5012,98.5645;3.5012;98.5645;;Sumatera Utara;;;;;2021-01-01;Stasiun Geofisika Tuntungan, 1, Gang Melati I, Tuntungan I, Deli Serdang, Sumatera Utara, Sumatera, 20353, Indonesia
TSJM;Stasiun Gempa Bumi;;Stageof Bandung;;https://www.google.com/maps?q=-6.7319,107.8109;-6.7319;107.8109;420;Jawa Barat;Subang;Tanjungsiang;";";;2019-10-01;Jalan Raya Sindanglaya
TSNI;Stasiun Gempa Bumi;;Stageof Mataram;;https://www.google.com/maps?q=-8.715111,118.250099;-8.715111;118.250099;140;Nusa Tenggara Barat;Sumbawa;Tarano;;;2021-12-13;Desa Tolo' Oi, Sumbawa, Nusa Tenggara Barat, Nusa Tenggara, Indonesia
TSPI;Stasiun Gempa Bumi;;Stageof Sorong;;https://www.google.com/maps?q=-1.4733,132.0898;-1.4733;132.0898;62;Papua Barat;Sorong Selatan;Distrik Teminabuan;Kampung Keyen;;2019-10-01;Jl. Teminabuan-Ayamaru (Sebelah BPBD Sorong Selatan)
TTPSI;Stasiun Gempa Bumi;;Stageof Gowa;;https://www.google.com/maps?q=-4.818388,119.761719;-4.818388;119.761719;;Sulawesi Selatan;;;;;2022-01-01;Pangkajene dan Kepulauan, Sulawesi Selatan, Sulawesi, Indonesia
TTSI;Stasiun Gempa Bumi;;Stageof Gowa;;https://www.google.com/maps?q=-3.0451,119.819;-3.0451;119.819;950;Sulawesi Selatan;Tana Toraja;Rantetayo;Rantetayo;;2007-01-01;Bandara Udara Pongtiku
TTSM;Stasiun Gempa Bumi;;Stageof Gunungsitoli;;https://www.google.com/maps?q=1.0855,99.4106;1.0855;99.4106;173;Sumatera Utara;Tapanuli Selatan;Tano Tombangan Angkola;Aek Sulum;;2019-10-01;Kantor Camat Tano Rombongan Angkola
TTSMI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-2.864,128.727;-2.864;128.727;;Maluku;;;;;2023-01-01;Seram Bagian Barat, Maluku, Indonesia
TUJI;Stasiun Gempa Bumi;;Stageof Malang;;https://www.google.com/maps?q=-8.4018,113.7322;-8.4018;113.7322;87;Jawa Timur;Jember;Tumpakrejo;Curahnongko;;2019-10-01;Curahnongko, Jember, Jawa Timur, Jawa, Indonesia
UGM;Stasiun Gempa Bumi;;Stageof Sleman;;https://www.google.com/maps?q=-7.9125,110.5219;-7.9125;110.5219;222;Yogyakarta;Gunungkidul;Patuk dan Playen;-;;2006-06-25;Hutan Pendidikan Wanagama
UKCM;Stasiun Gempa Bumi;;Stageof Kendari;;https://www.google.com/maps?q=-3.5125,122.236;-3.5125;122.236;49;Sulawesi Tenggara;Konawe;Unaaha;Puunaaha;;2020-11-01;Kompleks kantor BPBD Kabupaten Konawe, Kecamatan Unaaha, Kabupaten Konawe
ULMSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-3.052255,118.874557;-3.052255;118.874557;;SulawesiBarat;;;;;2023-01-01;Tandeallo, Majene, Sulawesi Barat, Sulawesi, Indonesia
ULSM;Stasiun Gempa Bumi;;Stageof Lampung Utara;;https://www.google.com/maps?q=-3.759549,102.79854;-3.759549;102.79854;284;Sumatera Selatan;Empat Lawang;Ulu Musi;;;2019-10-01;Muara Betung, Ulu Musi, Empat Lawang, Sumatera Selatan, Sumatera, Indonesia
UMKSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-3.59,102.548;-3.59;102.548;;Bengkulu;;;;;2023-01-01;Daspetah, Kepahiang, Bengkulu, Sumatera, Indonesia
UMSSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-9.897,120.661;-9.897;120.661;;NusaTenggaraTimur;;;;;2023-01-01;Melolo, Kelurahan Lumbukore, Kecamatan Umalulu, Sumba Timur, Nusa Tenggara Timur, Nusa Tenggara, 87181, Indonesia
USFM;Stasiun Gempa Bumi;;Stageof Mataram;;https://www.google.com/maps?q=-8.412,117.1411;-8.412;117.1411;85;Nusa Tenggara Barat;Sumbawa;Utan;Motong;;2020-11-01;EX kantor UPT Pusat Informasi Agribisnis Utan, Jl. Lintas Sumbawa Tano, Motong, Utan, Kabupaten Sumbawa, Nusa Tenggara Bar. 84352
USTI;Stasiun Gempa Bumi;;Stageof Kupang;;https://www.google.com/maps?q=-9.6543,119.7878;-9.6543;119.7878;449;Nusa Tenggara Timur;Sumba Tengah;Umbu Ratu Nggay;;;2019-10-01;Kantor Kecamatan Umbu Ratu Nggay
UTSI;Stasiun Gempa Bumi;;Stageof Lampung Utara;;https://www.google.com/maps?q=-5.31255,104.550985;-5.31255;104.550985;882;Lampung;Tanggamus;Ulu Belu;;;2019-10-01;Pagaralam Ulubelu, Tanggamus, Lampung, Sumatera, Indonesia
UTSM;Stasiun Gempa Bumi;;Stageof Kepahiang;;https://www.google.com/maps?q=-4.083237,102.72855;-4.083237;102.72855;113;Bengkulu;Seluma;Ulu Talo;;;2019-10-01;Kantor Camat Ulu Talo, Tanjung Agung, Seluma, Bengkulu, Sumatera, Indonesia
UTUSI;Stasiun Gempa Bumi;;Stageof Palu;;https://www.google.com/maps?q=-0.427364,121.860561;-0.427364;121.860561;;Sulawesi Tengah;;;;;2022-01-01;Wakai, Tojo Una-Una, Sulawesi Tengah, Sulawesi, Indonesia
UWJI;Stasiun Gempa Bumi;;Stageof Banjarnegara;;https://www.google.com/maps?q=-6.41908,110.947427;-6.41908;110.947427;61;Jawa Tengah;Jepara;Donorojo;Ujung Watu;;2006-01-01;Cumleng, Karangsari, Jepara, Jawa Tengah, Jawa, Indonesia
UWNPI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-3.479,135.587;-3.479;135.587;;Papua;;;;;2023-01-01;Topol, Kabupaten Nabire, Papua Tengah, Western New Guinea, Indonesia
WAMI;Stasiun Gempa Bumi;;Stageof Jayapura;;https://www.google.com/maps?q=-4.0959,138.95;-4.0959;138.95;1673;Papua;Jayawijaya;Wamena;Wamena Kota;;2006-01-01;Jl. Gatot Subroto N0. 24 Wamena
WANPI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-3.421,135.376;-3.421;135.376;;Papua;;;;;2023-01-01;Kabupaten Nabire, Papua Tengah, Western New Guinea, Indonesia
WBMI;Stasiun Gempa Bumi;;Stageof Ternate;;https://www.google.com/maps?q=0.3275,127.854;0.3275;127.854;25;Maluku Utara;Halmahera Tengah;Weda;Fidi Jaya;;2019-10-01;Weda, Halmahera Tengah, Maluku Utara, Maluku, Indonesia
WBNI;Stasiun Gempa Bumi;;Stageof Mataram;;https://www.google.com/maps?q=-8.304,118.913689;-8.304;118.913689;61;Nusa Tenggara Barat;Bima;Wera;;;2021-12-14;Desa Tadewa, Bima, Nusa Tenggara Barat, Nusa Tenggara, 84152, Indonesia
WBSI;Stasiun Gempa Bumi;;Stageof Sumba Timur;;https://www.google.com/maps?q=-9.6411,119.3911;-9.6411;119.3911;456;Nusa Tenggara Timur;Sumba Barat;Loli;Loli;;2008-01-01;Jl Desa Pasar Baru, Sumba Barat
WEFM;Stasiun Gempa Bumi;;Stageof Sumba Timur;;https://www.google.com/maps?q=-8.607,121.7179;-8.607;121.7179;114;Nusa Tenggara Timur;Ende;Wewaria;Welamosa;;2020-11-01;Kantor Kecamatan Wewaria, Welamosa, Wewaria, Ende Regency, Nusa Tenggara Timur
WFTFM;Stasiun Gempa Bumi;;Stageof Kupang;;https://www.google.com/maps?q=-8.5247,122.7104;-8.5247;122.7104;354;Nusa Tenggara Timur;Flores Timur;Wulanggitang;;;2020-11-01;Jalan Nasional Larantuka - Maumere, Boru, Flores Timur, Nusa Tenggara Timur, Nusa Tenggara, Indonesia
WGJM;Stasiun Gempa Bumi;;Stageof Pasuruan;;https://www.google.com/maps?q=-7.3833,112.5098;-7.3833;112.5098;35;Jawa Timur;Gresik;Wringianom;;;2019-10-01;JL. Pertamina Dusun karang bola desa sumber waru kec. wringin anom kab. Gersik- Jawa timur
WHMI;Stasiun Gempa Bumi;;Stageof Ternate;;https://www.google.com/maps?q=1.0825,128.132;1.0825;128.132;110;Maluku Utara;Halmahera Timur;Wasile;Subaim;;2019-10-01;Jl. Batu Raja No.1
WKCM;Stasiun Gempa Bumi;;Stageof Kendari;;https://www.google.com/maps?q=-3.493,121.1757;-3.493;121.1757;116;Sulawesi Tenggara;Kolaka;Wolo;Langgomali;;2020-11-01;Kompleks Kantor Desa Langgomali - Kec. Wolo - Kab. Kolaka
WLFM;Stasiun Gempa Bumi;;Stageof Kupang;;https://www.google.com/maps?q=-8.5311,123.45;-8.5311;123.45;495;Nusa Tenggara Timur;Lembata;Wulandoni;;;2020-11-01;Wualndoni, Lembata, Nusa Tenggara Timur, Nusa Tenggara, Indonesia
WLJI;Stasiun Gempa Bumi;;Stageof Tangerang;;https://www.google.com/maps?q=-6.831098,105.8909467;-6.831098;105.8909467;46;Banten;Lebak;Wanasalam;;;2019-10-01;7, Muara, Lebak, Banten, Jawa, Indonesia
WLTFM;Stasiun Gempa Bumi;;Stageof Mataram;;https://www.google.com/maps?q=-8.5182,116.5408;-8.5182;116.5408;533;Nusa Tenggara Barat;Lombok Timur;Wanasaba;Karang Baru;;2020-11-01;SDN 3 Karang Baru Beririjarak Ambengan Beririjarak, Karang Baru, Wanasaba, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83658
WMCM;Stasiun Gempa Bumi;;Stageof Palu;;https://www.google.com/maps?q=-2.2162,121.622;-2.2162;121.622;7;Sulawesi Tengah;Morowali;Wita Ponda;Sampeantaba;;2019-10-01;Kantor Kecamatan Witaponda
WOJI;Stasiun Gempa Bumi;;Stageof Banjarnegara;;https://www.google.com/maps?q=-7.837099,110.92354;-7.837099;110.92354;183;Jawa Tengah;Wonogiri;Wonogiri;Desa Wuryorejo;;2008-01-01;Perum Jasa Tirta Wonogiri
WRJI;Stasiun Gempa Bumi;;Stageof Malang;;https://www.google.com/maps?q=-7.81129,113.74565;-7.81129;113.74565;494;Jawa Timur;Bondowoso;Wringin;Banyu Putih;;2019-10-01;Wringin Barat, Wringin, Bondowoso, Jawa Timur, Jawa, Indonesia
WSHHI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=0.764,127.813;0.764;127.813;;MalukuUtara;;;;;2023-01-01;Halmahera Timur, Maluku Utara, Maluku, Indonesia
WSI;Stasiun Gempa Bumi;;Stageof Sumba Timur;;https://www.google.com/maps?q=-9.669,120.2977;-9.669;120.2977;48;Nusa Tenggara Timur;Sumba Timur;Kambera;Mauhau;;2006-01-01;Jl. Adi Sucipto I/8 Mauhau Waingapu
WSJM;Stasiun Gempa Bumi;;Stageof Bandung;;https://www.google.com/maps?q=-6.974846,106.72485;-6.974846;106.72485;310;Jawa Barat;Sukabumi;Warungkiara;Warung Kiara;;2019-10-01;Jl. Nasional III
WSTMM;Stasiun Gempa Bumi;;Stageof Ambon;;https://www.google.com/maps?q=-3.453,129.995;-3.453;129.995;86;Maluku;Seram Bagian Timur;Werinama;Werinama;;2020-11-01;Kantor Camat Werinama Jln. Propinsi, Kec. Werinama Kab. Seram Bagian Timur
WTKSI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-4.03,123.22;-4.03;123.22;;SulawesiTenggara;;;;;2023-01-01;Konawe Kepulauan, Sulawesi Tenggara, Sulawesi, Indonesia
WUPCM;Stasiun Gempa Bumi;;Stageof Gowa;;https://www.google.com/maps?q=-3.0065,120.193;-3.0065;120.193;94;Sulawesi Selatan;Kota Palopo;Wara Utara;Batusipa;;2020-11-01;Komplek Olahraga kota Palopo
WWCI;Stasiun Gempa Bumi;;Stageof Kendari;;https://www.google.com/maps?q=-5.2724,123.5251;-5.2724;123.5251;;Sulawesi Tenggara;Wakatobi;Wangi-wangi;Desa Sombu;;2019-10-01;Jl Ahmad Yani
WWPI;Stasiun Gempa Bumi;;Stageof Nabire;;https://www.google.com/maps?q=-2.313,136.3773;-2.313;136.3773;16;Papua;Waropen;Waropen Bawah;Sawai;;2019-10-01;Jln. Sawai
YBYPI;Stasiun Gempa Bumi;;Garansi;;https://www.google.com/maps?q=-1.831,136.063;-1.831;136.063;;Papua;;;;;2023-01-01;Kepulauan Yapen, Papua, Western New Guinea, Indonesia
YOGI;Stasiun Gempa Bumi;;Stageof Sleman;;https://www.google.com/maps?q=-7.8166,110.295;-7.8166;110.295;176;Yogyakarta;Sleman;Gamping;Balecatur;;2007-12-01;Jalan Wates Km 8, Balecatur, Gamping, Sleman, Yogyakarta
